Index No.,1st 3 digits Zip Code,Enlisted***RACE/GENDER***WHITE MALE,Enlisted***RACE/GENDER***WHITE FEMALE,Enlisted***RACE/GENDER***BLACK MALE,Enlisted***RACE/GENDER***BLACK FEMALE,Enlisted***RACE/GENDER***AMER IND/AK NAT MALE,Enlisted***RACE/GENDER***AMER IND/AK NAT FEMALE,Enlisted***RACE/GENDER***ASIAN/PAC ISL MALE,Enlisted***RACE/GENDER***ASIAN/PAC ISL FEMALE,Enlisted***RACE/GENDER***OTHER MALE,Enlisted***RACE/GENDER***OTHER FEMALE,Enlisted***RACE/GENDER***UNK RACE MALE,Enlisted***RACE/GENDER***UNK RACE FEMALE,Total,Enlisted**HISPANIC/GENDER***Non-Hispanic Male,Enlisted**HISPANIC/GENDER***Non-Hispanic Female,Total,Enlisted***EDUCATION***Unknown Educ,Enlisted***EDUCATION***No HS Diploma,Enlisted***EDUCATION***HS+,Enlisted***EDUCATION***BA/BS,Enlisted***EDUCATION***MA/MS,Enlisted***EDUCATION***PHD,Enlisted***EDUCATION***Alt. Educ.,Total,Enlisted***AGE IN YEARS***< 18,Enlisted***AGE IN YEARS***18 to 21,Enlisted***AGE IN YEARS***22 to 29,Enlisted***AGE IN YEARS***>=30,Enlisted***AGE IN YEARS***Unknown,Total,Officers***RACE/GENDER***WHITE MALE,Officers***RACE/GENDER***WHITE FEMALE,Officers***RACE/GENDER***BLACK MALE,Officers***RACE/GENDER***BLACK FEMALE,Officers***RACE/GENDER***AMER IND/AK NAT MALE,Officers***RACE/GENDER***AMER IND/AK NAT FEMALE,Officers***RACE/GENDER***ASIAN/PAC ISL MALE,Officers***RACE/GENDER***ASIAN/PAC ISL FEMALE,Officers***RACE/GENDER***OTHER MALE,Officers***RACE/GENDER***OTHER FEMALE,Officers***RACE/GENDER***UNK RACE MALE,Officers***RACE/GENDER***UNK RACE FEMALE,Total,Officers**HISPANIC/GENDER***Non-Hispanic Male,Officers**HISPANIC/GENDER***Non-Hispanic Female,Total,Officers***EDUCATION***Unknown Educ,Officers***EDUCATION***No HS Diploma,Officers***EDUCATION***HS+,Officers***EDUCATION***BA/BS,Officers***EDUCATION***MA/MS,Officers***EDUCATION***PHD,Officers***EDUCATION***Alt. Educ.,Total,Officers***AGE IN YEARS***18 to 21,Officers***AGE IN YEARS***22 to 29,Officers***AGE IN YEARS***>=30,Officers***AGE IN YEARS***Unknown,Total
382,388,601,63,163,58,3,0,9,3,12,1,6,2,921,794,127,921,7,6,810,29,3,0,66,921,0,198,440,283,0,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,389,145,12,267,74,3,0,0,0,1,0,5,0,507,421,86,507,6,3,436,36,10,0,16,507,0,64,184,259,0,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,390,418,23,428,97,8,3,8,0,23,4,12,1,1025,897,128,1025,10,5,884,63,16,0,47,1025,0,185,400,440,0,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,391,380,36,503,116,7,2,3,1,19,6,11,0,1084,923,161,1084,15,7,938,61,11,0,52,1084,0,177,435,472,0,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,392,200,19,425,117,3,1,0,0,22,7,7,3,804,657,147,804,6,3,700,46,11,0,38,804,0,111,323,370,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,393,341,25,472,137,15,4,5,0,19,2,11,2,1033,863,170,1033,11,7,908,47,7,0,53,1033,0,190,397,446,0,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,394,685,88,469,144,11,0,3,1,29,9,14,4,1457,1211,246,1457,18,3,1282,66,16,0,72,1457,0,268,629,560,0,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,395,1331,190,590,238,12,2,49,11,28,15,41,11,2518,2051,467,2518,23,15,2229,115,20,0,116,2518,1,435,1080,1002,0,2518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,396,206,19,246,71,2,0,2,0,3,0,4,0,553,463,90,553,6,4,491,36,3,0,13,553,2,83,195,273,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,397,287,43,407,156,4,0,8,1,9,2,10,5,932,725,207,932,9,7,811,53,15,0,37,932,0,122,407,403,0,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,398,148,18,214,89,1,0,3,0,8,1,1,0,483,375,108,483,5,0,454,2,0,0,22,483,0,168,289,26,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,399,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,400,560,54,32,5,8,1,12,1,14,2,3,1,693,629,64,693,4,3,622,23,5,0,36,693,0,174,356,163,0,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,401,700,97,206,83,6,1,32,9,47,14,36,8,1239,1027,212,1239,6,9,1101,48,4,1,70,1239,1,241,595,402,0,1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,402,1221,118,394,101,17,0,20,5,27,8,37,5,1953,1716,237,1953,19,15,1674,120,14,1,110,1953,1,324,883,745,0,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,403,696,72,36,10,10,2,5,0,6,4,9,1,851,762,89,851,7,5,736,40,4,0,59,851,1,217,409,224,0,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,404,419,27,24,2,7,0,5,1,5,2,2,1,495,462,33,495,2,4,440,32,2,0,15,495,0,111,231,153,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,405,484,43,103,34,16,1,11,0,10,3,9,2,716,633,83,716,10,2,598,54,9,0,43,716,1,100,357,258,0,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,406,128,10,14,4,1,0,1,0,0,1,0,0,159,144,15,159,1,1,143,5,3,0,6,159,0,28,75,56,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,407,278,21,2,1,2,0,3,1,4,0,4,1,317,293,24,317,1,0,287,9,0,0,20,317,0,79,141,97,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,408,77,3,2,1,1,0,0,0,0,0,2,0,86,82,4,86,0,0,77,5,0,0,4,86,0,9,32,45,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,409,138,11,4,1,2,0,1,1,0,0,2,0,160,147,13,160,1,0,146,4,3,0,6,160,0,35,58,67,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,410,1228,109,48,5,22,6,18,4,40,4,12,1,1497,1368,129,1497,11,9,1333,56,6,0,82,1497,0,347,768,382,0,1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,411,330,26,2,0,2,3,0,0,1,0,2,0,366,337,29,366,4,0,340,14,3,0,5,366,0,65,161,140,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,412,93,6,1,0,2,0,0,0,0,0,1,0,103,97,6,103,0,0,87,5,1,0,10,103,0,15,53,35,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,413,63,9,0,0,0,0,0,0,2,0,1,0,75,66,9,75,0,0,68,4,1,0,2,75,0,15,35,25,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,414,26,1,0,0,0,0,0,0,0,0,2,0,29,28,1,29,1,0,27,0,0,0,1,29,0,5,18,6,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,415,148,9,0,1,0,1,0,0,2,0,0,0,161,150,11,161,0,1,146,6,1,0,7,161,0,30,64,67,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,416,79,7,4,0,2,0,0,0,0,0,0,0,92,85,7,92,1,1,80,1,1,0,8,92,0,21,38,33,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,417,59,5,2,0,1,0,0,0,1,0,1,0,69,64,5,69,1,0,63,2,0,0,3,69,0,8,32,29,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,418,46,3,0,0,1,0,0,0,0,0,0,0,50,47,3,50,0,0,47,0,1,0,2,50,0,11,20,19,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,420,625,46,75,13,6,3,6,0,12,1,2,0,789,726,63,789,9,10,707,25,5,1,32,789,0,194,364,231,0,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,421,527,44,54,13,2,2,1,0,11,3,9,2,668,604,64,668,4,1,596,31,3,0,33,668,0,154,321,193,0,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,422,500,89,171,59,4,0,9,7,11,5,17,8,880,712,168,880,8,1,775,25,6,0,65,880,0,178,361,341,0,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,423,565,48,33,5,11,1,8,0,4,0,1,0,676,622,54,676,6,1,608,27,3,0,31,676,0,159,325,192,0,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,424,355,27,62,9,1,0,3,0,4,1,9,1,472,434,38,472,6,5,407,25,0,0,29,472,0,82,215,175,0,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,425,233,24,2,1,5,0,0,0,1,0,5,0,271,246,25,271,4,1,242,11,1,0,12,271,0,54,146,71,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,426,135,19,2,0,0,0,0,0,3,1,1,0,161,141,20,161,0,0,150,5,0,1,5,161,0,32,84,45,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,427,593,76,54,20,6,1,11,4,33,5,7,0,810,704,106,810,5,4,731,20,4,0,46,810,0,191,414,205,0,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,429,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,430,1951,178,139,37,64,11,22,4,42,15,22,4,2489,2240,249,2489,12,11,2246,107,13,0,100,2489,0,581,1293,615,0,2489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,431,1333,147,52,15,45,5,14,2,38,12,13,1,1677,1495,182,1677,8,8,1531,60,10,0,60,1677,0,468,808,401,0,1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,432,1203,122,554,124,47,5,32,7,48,11,37,6,2196,1921,275,2196,14,15,1893,133,31,0,110,2196,0,384,1063,749,0,2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,433,711,80,12,4,10,2,4,1,15,3,7,0,849,759,90,849,4,5,774,34,4,1,27,849,0,224,396,229,0,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,434,619,66,10,1,14,1,4,1,9,0,12,2,739,668,71,739,3,3,677,35,3,1,17,739,0,167,366,206,0,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,435,957,107,22,8,8,4,12,4,8,3,25,7,1165,1032,133,1165,6,4,1060,41,4,0,50,1165,0,268,585,312,0,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,436,810,97,201,71,13,2,13,1,18,4,18,9,1257,1073,184,1257,12,8,1096,58,8,0,75,1257,0,183,609,465,0,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,437,791,77,26,5,11,2,3,1,9,1,7,1,934,847,87,934,4,5,853,38,3,0,31,934,0,219,449,266,0,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,438,289,44,2,0,3,0,0,0,0,0,5,0,343,299,44,343,1,2,317,12,0,0,11,343,2,84,162,95,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,439,709,73,19,14,6,0,5,3,7,1,11,2,850,757,93,850,6,1,783,36,8,0,16,850,1,142,366,341,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,440,2729,374,211,55,36,10,30,7,38,8,101,11,3610,3145,465,3610,25,25,3295,145,20,0,100,3610,0,810,1728,1072,0,3610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,441,1722,199,1189,364,20,3,35,8,67,28,97,30,3762,3130,632,3762,29,24,3338,177,30,3,161,3762,2,683,1747,1330,0,3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,442,1762,172,50,11,20,1,13,3,15,3,20,6,2076,1880,196,2076,13,11,1869,95,13,0,75,2076,1,525,995,555,0,2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,443,577,53,251,52,9,4,9,1,8,2,18,5,989,872,117,989,8,6,878,45,3,0,49,989,0,175,489,325,0,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,444,1270,148,89,17,9,2,3,2,8,2,25,3,1578,1404,174,1578,5,18,1439,64,13,0,39,1578,0,322,735,521,0,1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,445,334,42,140,49,4,1,1,0,6,0,8,2,587,493,94,587,4,2,529,32,8,0,12,587,0,79,267,241,0,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,446,1503,177,39,14,13,1,11,2,25,5,20,4,1814,1611,203,1814,7,8,1674,70,9,0,46,1814,0,431,904,479,0,1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,447,556,66,101,31,3,0,5,2,6,7,10,0,787,681,106,787,5,4,713,33,6,0,26,787,0,179,339,269,0,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,448,1322,148,46,16,24,5,4,2,16,4,20,2,1609,1432,177,1609,15,11,1446,56,10,0,71,1609,0,359,770,480,0,1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,449,311,34,48,20,7,2,7,3,11,1,8,0,452,392,60,452,3,1,410,17,1,0,20,452,1,107,205,139,0,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,450,1591,146,111,22,25,3,27,3,28,2,15,2,1975,1797,178,1975,6,6,1776,89,13,1,84,1975,0,490,995,490,0,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,451,1200,120,20,8,22,4,11,1,25,4,12,1,1428,1290,138,1428,10,5,1303,44,8,0,58,1428,0,366,712,350,0,1428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,452,1396,129,437,117,25,4,15,6,35,9,25,5,2203,1933,270,2203,22,11,1921,124,28,1,96,2203,0,434,1035,734,0,2203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,453,1964,191,88,17,27,8,27,3,47,10,21,4,2407,2174,233,2407,17,12,2178,89,18,0,93,2407,1,540,1159,707,0,2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,454,1361,196,429,145,17,3,35,9,25,11,18,3,2252,1885,367,2252,20,13,1972,124,16,0,107,2252,0,391,1087,774,0,2252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,455,389,41,58,15,2,3,4,2,11,4,3,3,535,467,68,535,0,3,498,11,2,0,21,535,0,128,243,164,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,456,1251,103,28,3,20,5,7,1,31,4,9,2,1464,1346,118,1464,11,4,1359,42,3,0,45,1464,0,342,717,405,0,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,457,605,71,10,2,14,2,7,1,5,1,4,2,724,645,79,724,7,5,638,39,2,0,33,724,0,140,339,245,0,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,458,1184,128,47,16,31,3,6,4,13,1,27,3,1463,1308,155,1463,14,11,1337,53,7,0,41,1463,0,318,693,452,0,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,460,1259,108,58,18,41,4,22,7,12,3,23,4,1559,1415,144,1559,8,9,1379,63,8,0,92,1559,0,376,810,373,0,1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,461,1730,125,36,5,36,5,26,0,22,3,24,1,2013,1874,139,2013,11,15,1801,57,6,0,123,2013,0,523,1053,437,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,462,1658,184,613,155,49,5,50,5,23,8,41,9,2800,2434,366,2800,20,16,2460,114,22,2,166,2800,0,534,1400,866,0,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,463,1755,178,137,25,22,4,26,8,20,4,89,7,2275,2049,226,2275,20,19,2022,86,12,1,115,2275,1,408,1195,671,0,2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,464,184,21,312,78,2,1,2,0,4,0,20,8,632,524,108,632,5,6,548,34,7,1,31,632,0,92,258,282,0,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,465,1343,127,40,8,22,5,19,3,19,4,32,1,1623,1475,148,1623,11,18,1431,53,9,1,100,1623,0,366,849,408,0,1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,466,268,29,80,19,6,0,8,1,3,1,6,2,423,371,52,423,2,13,357,25,2,0,24,423,0,59,213,151,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,467,1015,123,5,1,23,3,7,2,13,2,15,3,1212,1078,134,1212,10,11,1095,39,5,0,52,1212,0,324,609,279,0,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,468,806,87,160,33,9,0,14,2,17,7,11,2,1148,1017,131,1148,7,6,1021,48,5,0,61,1148,0,266,555,327,0,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,469,1252,108,59,14,49,10,10,6,18,4,28,5,1563,1416,147,1563,4,13,1380,59,6,0,101,1563,1,376,721,465,0,1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,470,403,40,0,0,4,3,1,0,4,0,1,0,456,413,43,456,2,6,410,16,1,0,21,456,0,101,257,98,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,471,897,83,44,6,11,0,2,0,7,0,14,0,1064,975,89,1064,5,4,939,42,2,0,72,1064,0,249,501,314,0,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,472,562,51,10,2,3,1,4,2,5,1,11,1,653,595,58,653,13,1,580,13,5,0,41,653,0,160,305,188,0,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,473,1070,90,48,12,24,4,11,1,5,2,23,1,1291,1181,110,1291,6,8,1143,48,7,0,79,1291,0,271,592,428,0,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,474,704,81,24,5,8,3,12,1,9,2,8,2,859,765,94,859,8,7,718,65,11,0,50,859,0,188,408,263,0,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,475,505,63,2,0,4,3,5,1,4,0,8,1,596,528,68,596,7,5,529,19,2,0,34,596,0,149,271,176,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,476,400,49,4,1,3,1,4,0,6,0,3,0,471,420,51,471,5,1,413,24,2,0,26,471,0,121,200,150,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,477,443,38,49,11,2,1,5,0,3,0,8,1,561,510,51,561,5,1,491,36,3,0,25,561,0,115,276,170,0,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,478,609,64,18,1,5,3,7,0,11,1,10,0,729,660,69,729,4,6,658,28,2,0,31,729,0,131,383,215,0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,479,889,106,13,1,26,4,10,4,8,1,17,0,1079,963,116,1079,6,10,949,47,4,1,62,1079,0,201,573,305,0,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,480,2739,337,296,91,58,19,61,15,52,10,61,14,3753,3267,486,3753,34,21,3368,135,19,1,175,3753,1,809,1835,1108,0,3753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,481,3343,370,310,65,52,10,48,8,61,20,69,13,4369,3883,486,4369,30,45,3888,183,30,3,190,4369,8,981,2174,1206,0,4369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,482,514,48,1849,525,18,3,20,4,37,14,70,19,3121,2508,613,3121,25,23,2769,136,35,0,133,3121,3,479,1251,1388,0,3121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,483,1580,205,176,45,23,11,57,15,25,6,35,10,2188,1896,292,2188,20,12,1943,120,10,1,82,2188,2,496,1191,499,0,2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,484,1679,213,61,15,41,6,15,2,27,12,17,2,2090,1840,250,2090,19,14,1875,67,9,0,106,2090,2,479,1011,598,0,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,485,460,54,270,58,9,1,7,0,6,2,20,4,891,772,119,891,6,8,775,33,6,0,63,891,0,148,385,358,0,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,486,1347,176,139,39,23,7,9,1,10,5,32,9,1797,1560,237,1797,7,11,1612,67,14,0,86,1797,1,360,841,595,0,1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,487,837,114,16,4,23,1,11,1,7,1,19,3,1037,913,124,1037,9,13,926,45,4,0,40,1037,1,248,463,325,0,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,488,1992,245,32,4,25,9,15,7,28,8,26,3,2394,2118,276,2394,12,14,2173,79,12,3,101,2394,3,601,1203,587,0,2394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,489,316,46,81,31,6,1,10,1,6,1,19,3,521,438,83,521,5,4,443,27,6,1,35,521,1,76,251,193,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,490,2329,279,215,60,39,12,33,7,46,14,38,7,3079,2700,379,3079,31,29,2750,115,15,0,139,3079,2,655,1599,823,0,3079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,491,380,48,25,4,8,1,3,1,3,0,2,1,476,421,55,476,4,1,428,24,5,0,14,476,0,114,250,112,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,492,1228,158,54,14,11,3,11,2,16,1,28,2,1528,1348,180,1528,12,9,1398,46,4,0,59,1528,0,375,749,404,0,1528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
