Index No.,1st 3 digits Zip Code,Enlisted***RACE/GENDER***WHITE MALE,Enlisted***RACE/GENDER***WHITE FEMALE,Enlisted***RACE/GENDER***BLACK MALE,Enlisted***RACE/GENDER***BLACK FEMALE,Enlisted***RACE/GENDER***AMER IND/AK NAT MALE,Enlisted***RACE/GENDER***AMER IND/AK NAT FEMALE,Enlisted***RACE/GENDER***ASIAN/PAC ISL MALE,Enlisted***RACE/GENDER***ASIAN/PAC ISL FEMALE,Enlisted***RACE/GENDER***OTHER MALE,Enlisted***RACE/GENDER***OTHER FEMALE,Enlisted***RACE/GENDER***UNK RACE MALE,Enlisted***RACE/GENDER***UNK RACE FEMALE,Total,Enlisted**HISPANIC/GENDER***Non-Hispanic Male,Enlisted**HISPANIC/GENDER***Non-Hispanic Female,Total,Enlisted***EDUCATION***Unknown Educ,Enlisted***EDUCATION***No HS Diploma,Enlisted***EDUCATION***HS+,Enlisted***EDUCATION***BA/BS,Enlisted***EDUCATION***MA/MS,Enlisted***EDUCATION***PHD,Enlisted***EDUCATION***Alt. Educ.,Total,Enlisted***AGE IN YEARS***< 18,Enlisted***AGE IN YEARS***18 to 21,Enlisted***AGE IN YEARS***22 to 29,Enlisted***AGE IN YEARS***>=30,Enlisted***AGE IN YEARS***Unknown,Total,Officers***RACE/GENDER***WHITE MALE,Officers***RACE/GENDER***WHITE FEMALE,Officers***RACE/GENDER***BLACK MALE,Officers***RACE/GENDER***BLACK FEMALE,Officers***RACE/GENDER***AMER IND/AK NAT MALE,Officers***RACE/GENDER***AMER IND/AK NAT FEMALE,Officers***RACE/GENDER***ASIAN/PAC ISL MALE,Officers***RACE/GENDER***ASIAN/PAC ISL FEMALE,Officers***RACE/GENDER***OTHER MALE,Officers***RACE/GENDER***OTHER FEMALE,Officers***RACE/GENDER***UNK RACE MALE,Officers***RACE/GENDER***UNK RACE FEMALE,Total,Officers**HISPANIC/GENDER***Non-Hispanic Male,Officers**HISPANIC/GENDER***Non-Hispanic Female,Total,Officers***EDUCATION***Unknown Educ,Officers***EDUCATION***No HS Diploma,Officers***EDUCATION***HS+,Officers***EDUCATION***BA/BS,Officers***EDUCATION***MA/MS,Officers***EDUCATION***PHD,Officers***EDUCATION***Alt. Educ.,Total,Officers***AGE IN YEARS***18 to 21,Officers***AGE IN YEARS***22 to 29,Officers***AGE IN YEARS***>=30,Officers***AGE IN YEARS***Unknown,Total
690,723,340,25,363,107,5,0,2,0,7,1,5,2,857,722,135,857,9,5,761,50,7,0,25,857,0,159,327,371,0,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,724,673,55,36,6,11,1,2,0,14,1,9,1,809,745,64,809,4,4,729,29,1,0,42,809,0,166,364,279,0,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,725,465,27,5,0,9,1,2,1,2,0,6,1,519,489,30,519,5,3,448,19,0,0,44,519,0,108,247,164,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,726,547,59,2,1,21,1,3,1,4,0,5,1,645,582,63,645,4,4,578,15,2,0,42,645,0,138,293,214,0,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,727,1120,89,16,4,83,13,23,3,18,7,21,2,1399,1281,118,1399,13,11,1223,39,6,0,107,1399,1,389,682,327,0,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,728,414,44,15,3,19,6,6,0,4,0,6,0,517,464,53,517,5,0,437,30,3,0,42,517,0,104,223,190,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,729,773,72,53,16,61,10,31,2,15,5,25,1,1064,958,106,1064,6,2,952,29,7,0,68,1064,0,252,459,353,0,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,730,2078,199,145,52,166,21,38,6,133,29,49,5,2921,2609,312,2921,25,13,2585,136,12,0,150,2921,0,613,1411,897,0,2921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,731,1773,200,509,163,103,20,76,16,146,37,95,13,3151,2702,449,3151,13,13,2801,132,21,0,171,3151,2,516,1441,1192,0,3151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,732,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,733,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,734,261,23,16,8,28,6,2,0,20,4,6,0,374,333,41,374,3,2,333,17,0,0,19,374,0,94,167,113,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,735,1027,170,373,176,59,13,47,26,94,21,94,24,2124,1694,430,2124,21,13,1905,90,5,1,89,2124,1,338,959,826,0,2124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,736,142,15,9,0,9,3,0,1,3,1,4,2,189,167,22,189,3,2,169,6,1,0,8,189,0,41,89,59,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,737,390,47,17,6,27,2,4,4,16,1,10,2,526,464,62,526,3,3,462,34,2,0,22,526,0,87,214,225,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,738,87,14,0,0,3,2,1,0,2,0,1,0,110,94,16,110,0,0,101,3,1,0,5,110,0,19,48,43,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,739,92,11,2,0,6,0,1,0,3,1,5,1,122,109,13,122,1,1,113,6,0,0,1,122,0,24,57,41,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,740,1853,145,51,12,181,29,20,2,129,15,37,3,2477,2271,206,2477,23,17,2202,92,11,0,132,2477,0,562,1266,649,0,2477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,741,904,67,189,30,81,10,23,2,59,11,22,5,1403,1278,125,1403,16,12,1226,45,12,1,91,1403,0,225,650,528,0,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,742,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,743,373,39,5,1,86,6,3,0,37,4,8,2,564,512,52,564,4,5,506,18,2,0,29,564,0,112,272,180,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,744,625,58,79,9,152,19,3,0,45,11,18,1,1020,922,98,1020,7,2,916,31,3,0,61,1020,2,224,503,291,0,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,745,277,28,13,2,53,5,3,1,12,1,11,0,406,369,37,406,3,3,358,13,4,0,25,406,0,91,161,154,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,746,212,19,4,0,22,2,0,2,4,1,4,1,271,246,25,271,3,3,242,6,1,0,16,271,0,58,133,80,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,747,242,22,24,4,50,6,3,0,13,1,5,0,370,337,33,370,1,1,342,11,1,0,14,370,0,89,170,111,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,748,608,67,20,8,90,18,8,3,33,7,14,1,877,773,104,877,3,2,785,36,1,0,50,877,0,199,396,282,0,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,749,286,32,10,2,70,8,5,0,18,0,9,1,441,398,43,441,2,2,397,15,3,0,22,441,0,115,185,141,0,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,750,4635,511,761,211,102,23,228,49,329,88,190,33,7160,6245,915,7160,41,41,6443,272,47,1,315,7160,2,1875,3696,1587,0,7160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,751,2176,240,569,146,46,14,30,8,197,67,88,21,3602,3106,496,3602,27,17,3269,97,10,0,182,3602,4,1019,1792,787,0,3602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,752,1201,170,875,259,26,3,63,10,112,36,181,45,2981,2458,523,2981,21,17,2653,145,25,0,120,2981,1,600,1434,946,0,2981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,753,6,0,3,1,0,0,0,0,0,0,1,1,12,10,2,12,0,0,11,0,1,0,0,12,0,1,6,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,754,1335,170,160,38,54,6,6,2,77,11,32,13,1904,1664,240,1904,15,11,1715,60,3,0,100,1904,0,551,887,466,0,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,755,489,54,180,53,8,1,3,2,8,0,14,5,817,702,115,817,3,6,749,30,8,0,21,817,1,198,324,294,0,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,756,1198,106,315,72,32,4,5,1,26,7,47,7,1820,1623,197,1820,12,8,1656,56,5,0,83,1820,1,405,811,603,0,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,757,1130,144,191,54,39,5,7,3,35,10,32,5,1655,1434,221,1655,11,9,1485,46,4,0,100,1655,0,358,817,480,0,1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,758,394,61,72,19,16,1,5,0,17,6,10,1,602,514,88,602,4,5,552,13,3,0,25,602,0,147,295,160,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,759,998,124,267,80,18,3,9,2,16,6,30,10,1563,1338,225,1563,10,3,1421,49,11,3,66,1563,1,368,728,466,0,1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,760,3848,405,425,111,108,12,111,19,301,57,132,32,5561,4925,636,5561,31,31,4964,188,23,3,321,5561,1,1446,2859,1255,0,5561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,761,2136,251,604,163,52,9,74,11,172,31,169,33,3705,3207,498,3705,21,21,3339,129,16,1,178,3705,0,909,1812,984,0,3705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,762,1345,150,96,17,48,6,27,6,82,21,41,4,1843,1639,204,1843,12,5,1616,89,21,2,98,1843,0,494,965,384,0,1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,763,806,117,110,38,24,2,20,12,42,8,43,6,1228,1045,183,1228,10,5,1088,66,6,0,53,1228,1,243,528,456,0,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,764,519,54,3,0,8,5,3,0,27,4,16,2,641,576,65,641,3,3,585,16,3,0,31,641,0,157,317,167,0,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,765,2279,506,1138,573,57,18,183,59,107,63,240,79,5302,4004,1298,5302,36,16,4848,158,21,0,223,5302,1,1055,2602,1644,0,5302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,766,557,60,71,16,15,3,8,0,31,1,24,5,791,706,85,791,2,7,716,33,0,0,33,791,1,211,375,204,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,767,419,46,115,32,4,2,9,2,11,1,24,4,669,582,87,669,6,3,601,28,6,0,25,669,1,129,322,217,0,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,768,458,53,8,4,7,1,1,0,15,1,26,6,580,515,65,580,2,2,541,7,0,0,28,580,0,153,264,163,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,769,723,113,46,14,26,14,8,4,15,5,70,16,1054,888,166,1054,6,5,957,51,3,0,32,1054,0,213,486,355,0,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,770,4342,598,2567,665,107,22,315,38,364,99,524,124,9765,8219,1546,9765,83,59,8665,407,58,1,492,9765,7,2074,4688,2996,0,9765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,772,8,0,5,0,0,0,0,0,0,0,1,0,14,14,0,14,0,0,13,0,0,0,1,14,0,3,4,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,773,3605,390,366,111,128,22,82,14,172,40,106,16,5052,4459,593,5052,40,35,4491,143,12,1,330,5052,5,1360,2629,1058,0,5052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,774,2272,256,556,157,97,15,99,21,187,31,110,20,3821,3321,500,3821,37,27,3443,120,17,0,177,3821,2,1007,1977,835,0,3821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,775,3796,451,545,154,146,16,93,11,198,49,193,40,5692,4971,721,5692,41,34,5085,156,18,0,358,5692,0,1435,2811,1446,0,5692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,776,1115,98,213,68,23,3,14,1,40,10,25,6,1616,1430,186,1616,5,8,1473,55,4,0,71,1616,0,331,775,510,0,1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,777,279,24,286,83,5,0,4,1,13,2,10,2,709,597,112,709,9,5,627,29,5,0,34,709,0,136,336,237,0,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,778,791,93,119,31,15,1,8,3,25,6,27,4,1123,985,138,1123,4,3,982,63,3,0,68,1123,0,248,565,310,0,1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,779,656,98,56,13,11,3,8,1,4,3,68,12,933,803,130,933,3,3,856,30,6,0,35,933,0,193,398,342,0,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,780,1693,253,33,10,30,9,25,6,14,5,220,43,2341,2015,326,2341,10,11,2163,62,3,0,92,2341,0,584,1152,605,0,2341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,781,2117,368,242,109,34,8,58,17,43,12,187,43,3238,2681,557,3238,20,13,2963,112,15,0,115,3238,1,689,1620,928,0,3238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,782,7030,1111,1132,426,148,33,229,77,125,42,1196,227,11776,9860,1916,11776,71,73,10563,486,58,0,525,11776,3,1776,5538,4459,0,11776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,783,1205,157,52,13,24,0,19,5,13,3,164,27,1682,1477,205,1682,14,11,1530,44,2,0,81,1682,1,331,803,547,0,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,784,1314,175,109,24,32,2,43,13,21,7,209,27,1976,1728,248,1976,14,23,1735,78,4,0,122,1976,1,349,862,764,0,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,785,3224,494,49,5,52,10,33,4,7,1,693,122,4694,4058,636,4694,19,23,4339,138,19,0,156,4694,1,1159,2056,1478,0,4694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,786,2554,301,220,41,85,10,49,17,64,11,121,20,3493,3093,400,3493,20,25,3093,135,11,2,207,3493,2,941,1740,810,0,3493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,787,1528,193,256,81,48,8,58,14,38,8,119,27,2378,2047,331,2378,16,12,2013,156,16,1,164,2378,1,379,1190,808,0,2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,788,719,99,12,4,5,5,7,2,4,1,160,31,1049,907,142,1049,8,2,954,34,1,0,50,1049,1,227,489,332,0,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,789,224,25,18,3,9,0,1,1,6,2,9,1,299,267,32,299,2,3,276,6,1,0,11,299,0,57,159,83,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,790,793,87,20,6,27,6,6,4,27,7,77,26,1086,950,136,1086,8,3,1005,30,6,0,34,1086,0,284,482,320,0,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,791,717,91,37,8,17,3,14,4,21,7,38,6,963,844,119,963,5,5,871,33,4,0,45,963,0,244,445,274,0,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,792,136,13,8,3,1,0,0,1,4,0,16,7,189,165,24,189,3,1,174,4,0,0,7,189,0,48,75,66,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,793,503,47,35,4,15,6,2,0,10,3,61,13,699,626,73,699,2,9,640,25,4,0,19,699,0,151,317,231,0,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,794,836,95,76,28,20,2,12,2,43,10,87,13,1224,1074,150,1224,10,5,1102,59,7,2,39,1224,0,225,588,411,0,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,795,367,58,9,4,12,2,4,0,11,4,35,7,513,438,75,513,4,4,477,8,2,0,18,513,0,101,242,170,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,796,554,73,69,21,2,0,23,10,31,3,50,10,846,729,117,846,5,1,749,50,1,0,40,846,0,133,423,290,0,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,797,1331,145,79,22,33,11,8,4,18,3,153,23,1830,1622,208,1830,13,8,1662,55,3,0,89,1830,0,375,828,627,0,1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,798,343,51,2,1,7,0,1,0,3,1,97,19,525,453,72,525,0,4,482,13,3,0,23,525,0,117,249,159,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,799,3670,629,347,136,125,30,85,23,47,14,791,152,6049,5065,984,6049,41,39,5460,206,26,1,276,6049,3,1074,2859,2113,0,6049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,800,1912,236,206,72,129,23,91,26,51,16,78,14,2854,2467,387,2854,29,20,2500,126,19,0,160,2854,0,692,1367,795,0,2854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,801,1661,187,29,3,120,14,58,12,52,8,30,5,2179,1950,229,2179,7,12,1920,113,11,0,116,2179,2,611,1127,439,0,2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,802,1540,205,218,63,115,20,61,17,34,12,86,25,2396,2054,342,2396,22,27,2021,124,16,1,185,2396,2,443,1150,801,0,2396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,803,103,19,3,2,3,0,6,0,1,0,1,0,138,117,21,138,3,0,113,12,3,0,7,138,0,23,75,40,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,804,501,55,6,2,33,6,7,1,5,2,14,2,634,566,68,634,6,7,551,34,4,0,32,634,1,134,315,184,0,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,805,1295,167,18,4,64,18,33,7,11,2,23,8,1650,1444,206,1650,12,13,1464,75,7,0,79,1650,1,430,849,370,0,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,806,659,85,11,5,28,15,10,3,10,3,26,4,859,744,115,859,7,4,746,34,7,1,60,859,0,227,436,196,0,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,807,198,25,1,1,4,1,4,1,3,0,7,0,245,217,28,245,4,2,209,10,2,0,18,245,0,50,121,74,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,808,579,88,49,23,32,5,22,9,14,7,21,1,850,717,133,850,9,2,759,25,2,0,53,850,2,212,428,208,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,809,2453,409,403,165,124,29,155,42,87,28,120,37,4052,3342,710,4052,27,19,3540,176,18,0,272,4052,2,839,2017,1194,0,4052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,810,790,105,15,4,68,5,15,1,12,2,64,16,1097,964,133,1097,2,6,1012,23,2,0,52,1097,1,250,539,307,0,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,811,199,17,1,0,10,4,4,0,5,1,19,3,263,238,25,263,0,1,248,5,1,0,8,263,0,69,111,83,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,812,352,45,3,0,17,2,3,0,7,1,8,1,439,390,49,439,3,3,388,19,1,0,25,439,0,110,237,92,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,813,208,37,0,0,16,5,2,0,5,0,9,1,283,240,43,283,1,2,254,10,2,0,14,283,0,52,144,87,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,814,279,43,0,0,21,1,5,1,14,3,11,1,379,330,49,379,1,7,344,9,0,0,18,379,0,110,164,105,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,815,532,75,7,0,53,10,5,1,4,2,17,2,708,618,90,708,3,11,631,23,0,0,40,708,0,202,318,188,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,816,274,41,1,2,14,0,0,0,2,1,11,3,349,302,47,349,2,1,319,12,1,0,14,349,0,83,159,107,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,820,566,65,32,8,22,6,15,1,10,2,22,6,755,667,88,755,8,9,653,37,6,0,42,755,2,169,320,264,0,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,821,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,822,97,16,0,0,3,0,0,0,2,2,3,0,123,105,18,123,0,0,117,2,0,0,4,123,0,21,57,45,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,823,70,10,1,0,1,0,0,0,2,0,2,1,87,76,11,87,0,1,80,3,0,0,3,87,0,12,34,41,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,824,261,33,2,0,4,1,2,1,2,0,3,1,310,274,36,310,2,2,290,4,0,0,12,310,0,65,143,102,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,825,148,19,3,0,20,7,0,0,0,1,2,1,201,173,28,201,0,3,176,6,1,0,15,201,0,65,79,57,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,826,378,47,2,2,8,1,8,1,2,0,6,1,456,404,52,456,2,2,409,7,2,1,33,456,1,128,200,127,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,827,213,24,2,0,15,1,1,2,3,0,4,1,266,238,28,266,1,0,250,8,1,0,6,266,0,75,109,82,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
